,Name,Age,Wage,Skill Moves,Height(cm),Weight(kg),Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Medium,High,Low
17558,Xu Jiamin,24,35000,1.0,193.04,83.0088,19.0,17.0,15.0,22.0,18.0,21.0,19.0,14.0,23.0,12.0,36.0,36.0,39.0,46.0,44.0,19.0,37.0,42.0,41.0,18.0,16.0,20.0,15.0,35.0,23.0,29.0,19.0,16.0,14.0,56.0,52.0,49.0,49.0,54.0,1,0,0
17559,E. Löder,18,35000,2.0,182.88,67.1328,47.0,42.0,35.0,53.0,38.0,56.0,52.0,38.0,50.0,53.0,63.0,66.0,62.0,46.0,67.0,51.0,54.0,34.0,55.0,41.0,41.0,17.0,44.0,52.0,47.0,45.0,26.0,30.0,31.0,10.0,12.0,12.0,8.0,5.0,1,0,0
17560,O. Breistøl,19,35000,2.0,185.42,73.0296,40.0,32.0,52.0,62.0,39.0,53.0,42.0,40.0,53.0,49.0,55.0,53.0,58.0,52.0,62.0,59.0,63.0,58.0,64.0,38.0,61.0,42.0,53.0,51.0,45.0,57.0,41.0,44.0,51.0,5.0,10.0,7.0,12.0,7.0,1,0,0
17561,M. Schlosser,19,35000,1.0,180.34,74.844,10.0,6.0,10.0,25.0,7.0,16.0,14.0,11.0,28.0,22.0,44.0,33.0,40.0,40.0,34.0,17.0,75.0,27.0,48.0,7.0,25.0,10.0,6.0,30.0,13.0,33.0,8.0,12.0,11.0,60.0,52.0,53.0,49.0,54.0,1,0,0
17562,L. Talbro,19,35000,2.0,182.88,63.9576,40.0,22.0,50.0,32.0,28.0,48.0,23.0,27.0,28.0,45.0,72.0,70.0,40.0,50.0,59.0,33.0,73.0,58.0,60.0,24.0,49.0,52.0,21.0,32.0,36.0,46.0,55.0,57.0,52.0,14.0,14.0,9.0,7.0,6.0,1,1,0
17563,E. Banza,18,35000,2.0,175.26,74.844,36.0,56.0,36.0,51.0,47.0,55.0,46.0,38.0,39.0,54.0,67.0,63.0,58.0,53.0,70.0,55.0,55.0,61.0,42.0,53.0,32.0,21.0,48.0,55.0,56.0,44.0,46.0,14.0,17.0,15.0,10.0,7.0,8.0,10.0,1,0,0
17564,Zhu Chenjie,17,35000,2.0,185.42,79.8336,29.0,17.0,55.0,33.0,27.0,30.0,21.0,28.0,30.0,35.0,57.0,60.0,50.0,51.0,53.0,36.0,72.0,70.0,69.0,20.0,50.0,45.0,22.0,28.0,34.0,50.0,46.0,58.0,51.0,8.0,10.0,5.0,14.0,8.0,1,0,1
17565,T. Hamer,18,35000,2.0,187.96,79.8336,44.0,26.0,42.0,38.0,27.0,49.0,34.0,28.0,24.0,48.0,61.0,58.0,56.0,54.0,60.0,49.0,70.0,54.0,64.0,25.0,51.0,52.0,49.0,27.0,39.0,36.0,50.0,54.0,60.0,15.0,12.0,9.0,8.0,9.0,1,1,0
17566,K. Agudelo,19,35000,2.0,177.8,69.8544,37.0,35.0,48.0,56.0,32.0,51.0,34.0,35.0,57.0,57.0,74.0,64.0,62.0,52.0,71.0,48.0,60.0,62.0,54.0,38.0,58.0,41.0,47.0,46.0,41.0,37.0,67.0,42.0,45.0,15.0,10.0,13.0,14.0,10.0,1,0,0
17567,D. Szczerbal,22,35000,1.0,190.5,81.1944,12.0,9.0,18.0,24.0,12.0,12.0,14.0,16.0,21.0,28.0,19.0,18.0,31.0,44.0,31.0,21.0,42.0,19.0,61.0,11.0,24.0,10.0,11.0,29.0,21.0,48.0,18.0,19.0,17.0,61.0,49.0,51.0,47.0,56.0,1,0,0
17568,F. Niang,23,35000,2.0,172.72,69.8544,42.0,32.0,53.0,68.0,34.0,50.0,39.0,37.0,55.0,45.0,62.0,62.0,62.0,47.0,79.0,59.0,58.0,56.0,53.0,37.0,59.0,39.0,54.0,50.0,45.0,41.0,36.0,42.0,47.0,15.0,7.0,13.0,6.0,5.0,1,0,0
17569,N. Tzanev,21,35000,1.0,195.57999999999998,72.1224,22.0,14.0,12.0,32.0,19.0,21.0,14.0,16.0,29.0,24.0,50.0,47.0,31.0,56.0,57.0,25.0,58.0,25.0,54.0,12.0,34.0,18.0,16.0,30.0,20.0,36.0,10.0,17.0,15.0,55.0,48.0,47.0,49.0,53.0,1,0,0
17570,Y. Suzuki,19,35000,2.0,182.88,77.112,51.0,30.0,53.0,65.0,42.0,53.0,38.0,31.0,61.0,56.0,67.0,64.0,55.0,37.0,61.0,50.0,50.0,52.0,66.0,38.0,41.0,40.0,38.0,51.0,46.0,41.0,46.0,56.0,52.0,6.0,11.0,6.0,12.0,9.0,1,0,0
17571,J. Keaney,19,35000,2.0,185.42,66.2256,48.0,42.0,56.0,55.0,43.0,43.0,43.0,41.0,53.0,50.0,42.0,44.0,41.0,57.0,28.0,54.0,52.0,72.0,66.0,41.0,63.0,58.0,44.0,44.0,53.0,52.0,40.0,57.0,52.0,10.0,12.0,9.0,6.0,6.0,1,1,0
17572,E. Williamson,21,35000,3.0,175.26,69.8544,41.0,38.0,43.0,61.0,40.0,53.0,55.0,39.0,62.0,55.0,52.0,65.0,58.0,51.0,74.0,60.0,50.0,42.0,57.0,28.0,47.0,28.0,43.0,50.0,42.0,56.0,45.0,39.0,47.0,5.0,8.0,10.0,9.0,10.0,1,0,0
17573,F. Majchrowicz,18,35000,1.0,193.04,92.988,18.0,7.0,12.0,14.0,9.0,14.0,14.0,12.0,17.0,21.0,35.0,31.0,41.0,35.0,29.0,26.0,37.0,26.0,77.0,4.0,32.0,11.0,9.0,43.0,21.0,47.0,18.0,23.0,21.0,59.0,55.0,53.0,49.0,52.0,1,0,0
17574,A. Estrada,19,35000,2.0,175.26,68.04,33.0,40.0,43.0,56.0,26.0,53.0,37.0,31.0,53.0,54.0,58.0,63.0,56.0,53.0,74.0,41.0,60.0,46.0,45.0,41.0,52.0,49.0,45.0,51.0,42.0,37.0,40.0,52.0,45.0,15.0,10.0,6.0,12.0,13.0,1,0,0
17575,D. Feka,21,35000,2.0,182.88,69.8544,52.0,37.0,50.0,55.0,40.0,56.0,50.0,42.0,53.0,55.0,68.0,67.0,76.0,46.0,72.0,44.0,73.0,65.0,56.0,36.0,49.0,50.0,34.0,48.0,39.0,44.0,48.0,52.0,54.0,14.0,15.0,13.0,9.0,8.0,1,0,0
17576,J. Dodd,17,35000,2.0,177.8,66.2256,42.0,41.0,40.0,55.0,37.0,47.0,43.0,35.0,54.0,54.0,68.0,69.0,60.0,51.0,74.0,46.0,58.0,67.0,43.0,38.0,36.0,40.0,48.0,53.0,49.0,56.0,41.0,45.0,43.0,14.0,14.0,7.0,13.0,12.0,1,0,0
17577,G. Hurst,21,35000,2.0,180.34,69.8544,42.0,46.0,44.0,57.0,40.0,59.0,53.0,47.0,58.0,56.0,68.0,63.0,59.0,49.0,66.0,52.0,33.0,34.0,61.0,38.0,44.0,29.0,49.0,57.0,44.0,51.0,20.0,38.0,47.0,11.0,9.0,13.0,9.0,6.0,1,0,0
17578,Lei Wenjie,21,70000,2.0,182.88,79.8336,52.0,53.0,49.0,49.0,38.0,56.0,30.0,32.0,30.0,49.0,65.0,75.0,78.0,45.0,56.0,52.0,67.0,53.0,64.0,47.0,27.0,19.0,45.0,53.0,57.0,45.0,23.0,13.0,15.0,14.0,12.0,14.0,9.0,13.0,1,0,0
17579,D. Bumberger,19,35000,2.0,185.42,74.844,27.0,21.0,48.0,28.0,23.0,30.0,28.0,29.0,31.0,31.0,64.0,55.0,41.0,45.0,58.0,42.0,69.0,58.0,57.0,24.0,49.0,55.0,22.0,31.0,38.0,44.0,54.0,59.0,56.0,12.0,12.0,9.0,11.0,14.0,1,0,0
17580,D. Diaz,22,35000,2.0,175.26,67.1328,51.0,22.0,35.0,50.0,34.0,53.0,30.0,30.0,29.0,44.0,82.0,85.0,80.0,47.0,78.0,21.0,55.0,55.0,43.0,23.0,53.0,42.0,46.0,39.0,30.0,38.0,48.0,52.0,45.0,6.0,15.0,13.0,14.0,12.0,1,1,0
17581,S. Sarıkaya,18,35000,2.0,175.26,62.1432,48.0,35.0,56.0,62.0,40.0,52.0,42.0,42.0,60.0,51.0,63.0,60.0,54.0,51.0,81.0,57.0,59.0,40.0,37.0,33.0,60.0,48.0,32.0,58.0,47.0,49.0,37.0,50.0,66.0,15.0,6.0,9.0,14.0,8.0,1,0,1
17582,M. Zapytowski,17,35000,1.0,190.5,79.8336,10.0,9.0,14.0,18.0,7.0,11.0,13.0,11.0,15.0,10.0,32.0,26.0,27.0,32.0,25.0,18.0,30.0,21.0,50.0,8.0,28.0,6.0,7.0,30.0,11.0,46.0,6.0,12.0,11.0,54.0,56.0,53.0,55.0,54.0,1,0,0
17583,A. Piróg,18,35000,2.0,180.34,73.0296,50.0,48.0,40.0,58.0,45.0,58.0,51.0,47.0,56.0,55.0,63.0,73.0,61.0,48.0,67.0,59.0,52.0,51.0,56.0,33.0,46.0,23.0,51.0,54.0,45.0,50.0,23.0,48.0,52.0,15.0,10.0,5.0,11.0,14.0,1,1,0
17584,L. Allan,21,35000,2.0,187.96,69.8544,30.0,55.0,54.0,47.0,40.0,52.0,41.0,28.0,31.0,46.0,69.0,74.0,54.0,48.0,55.0,56.0,58.0,55.0,48.0,53.0,34.0,18.0,42.0,47.0,66.0,51.0,20.0,13.0,18.0,13.0,8.0,10.0,13.0,12.0,1,1,0
17585,D. Valdelamar,21,35000,2.0,175.26,68.9472,40.0,32.0,43.0,59.0,32.0,52.0,37.0,38.0,55.0,56.0,65.0,67.0,60.0,47.0,53.0,53.0,61.0,59.0,49.0,38.0,50.0,52.0,42.0,53.0,39.0,48.0,58.0,42.0,47.0,8.0,9.0,12.0,15.0,8.0,1,0,0
17586,E. Erhahon,17,35000,2.0,172.72,63.9576,44.0,31.0,47.0,58.0,33.0,55.0,37.0,33.0,56.0,57.0,59.0,64.0,58.0,55.0,81.0,54.0,55.0,61.0,39.0,36.0,59.0,45.0,56.0,46.0,46.0,43.0,48.0,47.0,50.0,8.0,8.0,13.0,12.0,7.0,1,0,0
17587,K. Jaksik,18,35000,2.0,185.42,72.1224,47.0,31.0,46.0,34.0,31.0,51.0,36.0,29.0,35.0,45.0,68.0,55.0,54.0,55.0,60.0,24.0,62.0,56.0,52.0,26.0,55.0,56.0,35.0,31.0,41.0,37.0,52.0,57.0,54.0,11.0,11.0,12.0,12.0,10.0,1,0,0
17588,Lucas Ribeiro,19,35000,2.0,172.72,59.8752,51.0,58.0,39.0,54.0,42.0,59.0,48.0,34.0,42.0,56.0,68.0,67.0,61.0,39.0,85.0,69.0,42.0,31.0,34.0,42.0,32.0,22.0,43.0,44.0,55.0,44.0,24.0,27.0,22.0,13.0,14.0,14.0,11.0,13.0,1,0,0
17589,G. Comerford,24,35000,2.0,180.34,79.8336,52.0,41.0,53.0,57.0,36.0,52.0,51.0,43.0,54.0,52.0,59.0,63.0,58.0,54.0,62.0,52.0,63.0,65.0,63.0,52.0,52.0,52.0,36.0,51.0,41.0,51.0,51.0,57.0,56.0,13.0,8.0,10.0,9.0,10.0,1,0,0
17590,B. Yáñez,17,35000,2.0,165.1,64.8648,48.0,57.0,33.0,42.0,37.0,62.0,42.0,38.0,33.0,51.0,61.0,61.0,52.0,37.0,78.0,52.0,43.0,67.0,40.0,47.0,37.0,25.0,52.0,62.0,54.0,46.0,32.0,27.0,21.0,6.0,14.0,12.0,7.0,9.0,0,1,1
17591,H. Stenevik,18,35000,2.0,185.42,69.8544,55.0,50.0,38.0,47.0,39.0,56.0,45.0,41.0,41.0,57.0,61.0,59.0,66.0,44.0,67.0,54.0,48.0,55.0,46.0,36.0,33.0,25.0,53.0,52.0,49.0,47.0,24.0,35.0,31.0,6.0,12.0,8.0,5.0,9.0,1,0,0
17592,M. Kennedy,21,35000,2.0,180.34,76.2048,53.0,57.0,51.0,48.0,62.0,51.0,31.0,26.0,40.0,53.0,67.0,69.0,50.0,53.0,61.0,50.0,57.0,34.0,61.0,46.0,33.0,26.0,51.0,47.0,67.0,43.0,38.0,27.0,17.0,6.0,9.0,11.0,14.0,9.0,1,1,0
17593,S. Sinyan,21,35000,2.0,187.96,79.8336,44.0,31.0,49.0,57.0,41.0,49.0,33.0,38.0,60.0,48.0,54.0,55.0,59.0,52.0,64.0,53.0,61.0,64.0,67.0,38.0,55.0,52.0,56.0,45.0,47.0,42.0,51.0,54.0,47.0,8.0,8.0,9.0,15.0,8.0,1,0,0
17594,K. Yoshio,20,35000,2.0,167.64000000000001,63.0504,43.0,33.0,42.0,62.0,38.0,50.0,45.0,36.0,56.0,48.0,73.0,75.0,70.0,44.0,85.0,48.0,54.0,60.0,37.0,30.0,48.0,23.0,42.0,55.0,44.0,57.0,49.0,41.0,42.0,12.0,12.0,9.0,11.0,7.0,1,0,0
17595,R. Rode,29,35000,2.0,187.96,86.184,26.0,17.0,46.0,31.0,25.0,30.0,28.0,24.0,22.0,32.0,62.0,51.0,41.0,49.0,61.0,37.0,72.0,63.0,54.0,20.0,52.0,48.0,29.0,32.0,39.0,37.0,47.0,61.0,63.0,12.0,15.0,13.0,12.0,10.0,1,0,0
17596,A. Bahtijar,19,35000,2.0,175.26,71.2152,40.0,32.0,35.0,58.0,29.0,57.0,47.0,37.0,60.0,53.0,62.0,58.0,72.0,50.0,79.0,41.0,64.0,47.0,49.0,36.0,58.0,43.0,37.0,56.0,34.0,40.0,51.0,44.0,46.0,5.0,7.0,9.0,9.0,11.0,1,0,0
17597,N. Kastenhofer,19,35000,2.0,185.42,74.844,22.0,23.0,48.0,37.0,21.0,38.0,22.0,25.0,31.0,35.0,60.0,57.0,57.0,48.0,55.0,38.0,82.0,53.0,62.0,21.0,46.0,53.0,22.0,27.0,35.0,39.0,50.0,56.0,50.0,10.0,6.0,5.0,7.0,11.0,1,0,0
17598,S. Heil,19,35000,2.0,182.88,72.1224,28.0,17.0,45.0,32.0,22.0,22.0,31.0,26.0,22.0,28.0,60.0,63.0,64.0,44.0,61.0,41.0,58.0,60.0,55.0,21.0,51.0,55.0,27.0,26.0,36.0,41.0,51.0,60.0,61.0,10.0,12.0,7.0,15.0,8.0,1,0,0
17599,M. Schragl,19,35000,1.0,187.96,83.0088,13.0,8.0,10.0,17.0,6.0,9.0,11.0,12.0,15.0,15.0,29.0,32.0,31.0,46.0,33.0,13.0,56.0,27.0,58.0,7.0,22.0,11.0,9.0,26.0,14.0,24.0,12.0,11.0,12.0,57.0,52.0,53.0,48.0,56.0,1,0,0
17600,P. Selkos,18,35000,2.0,182.88,69.8544,29.0,54.0,44.0,46.0,47.0,59.0,48.0,28.0,40.0,52.0,70.0,70.0,69.0,53.0,64.0,53.0,59.0,51.0,49.0,52.0,43.0,15.0,42.0,50.0,63.0,42.0,16.0,15.0,17.0,12.0,10.0,8.0,6.0,6.0,1,0,0
17601,J. Hanek,19,35000,2.0,177.8,67.1328,36.0,41.0,37.0,59.0,39.0,51.0,41.0,37.0,56.0,55.0,64.0,60.0,67.0,49.0,71.0,50.0,53.0,54.0,40.0,46.0,39.0,48.0,42.0,51.0,38.0,38.0,43.0,44.0,42.0,11.0,7.0,11.0,6.0,11.0,1,0,0
17602,B. Manosalva,20,35000,1.0,185.42,78.0192,11.0,9.0,16.0,21.0,8.0,4.0,15.0,13.0,26.0,11.0,23.0,21.0,26.0,45.0,48.0,19.0,49.0,26.0,45.0,6.0,26.0,12.0,9.0,28.0,11.0,38.0,10.0,11.0,11.0,53.0,48.0,52.0,51.0,58.0,1,0,0
17603,M. Christiansen,17,35000,1.0,198.12,79.8336,14.0,15.0,14.0,24.0,12.0,10.0,12.0,19.0,35.0,17.0,35.0,22.0,34.0,44.0,26.0,32.0,27.0,28.0,60.0,9.0,17.0,12.0,10.0,42.0,15.0,28.0,8.0,15.0,14.0,55.0,55.0,53.0,51.0,52.0,1,0,0
17604,S. Hausner,18,35000,2.0,187.96,78.0192,35.0,20.0,50.0,45.0,23.0,29.0,28.0,22.0,40.0,40.0,53.0,52.0,44.0,46.0,58.0,40.0,57.0,55.0,67.0,27.0,48.0,48.0,25.0,28.0,29.0,42.0,50.0,56.0,54.0,15.0,14.0,6.0,5.0,5.0,1,0,0
17605,L. Pelletier,18,35000,1.0,185.42,74.844,14.0,8.0,13.0,17.0,8.0,9.0,13.0,13.0,16.0,14.0,26.0,16.0,36.0,45.0,41.0,21.0,58.0,21.0,54.0,8.0,19.0,7.0,6.0,24.0,12.0,23.0,9.0,14.0,11.0,51.0,59.0,55.0,45.0,55.0,1,0,0
17606,T. Herbots,17,35000,1.0,185.42,69.8544,12.0,5.0,10.0,24.0,8.0,13.0,12.0,12.0,14.0,11.0,23.0,24.0,38.0,45.0,43.0,20.0,52.0,24.0,35.0,7.0,19.0,15.0,4.0,35.0,15.0,23.0,9.0,15.0,15.0,58.0,53.0,56.0,48.0,54.0,1,0,0
17607,R. Miura,26,35000,1.0,180.34,74.844,12.0,5.0,13.0,25.0,7.0,12.0,13.0,12.0,17.0,13.0,25.0,23.0,24.0,49.0,44.0,16.0,61.0,22.0,44.0,5.0,15.0,12.0,5.0,31.0,14.0,22.0,23.0,16.0,12.0,58.0,54.0,52.0,49.0,48.0,1,0,0
17608,M. Matsumoto,23,35000,2.0,175.26,68.9472,39.0,33.0,46.0,55.0,29.0,58.0,40.0,40.0,52.0,60.0,72.0,71.0,72.0,52.0,83.0,52.0,64.0,60.0,55.0,27.0,55.0,48.0,29.0,53.0,42.0,40.0,45.0,59.0,56.0,12.0,7.0,15.0,13.0,14.0,1,0,0
17609,S. Jamieson,19,35000,2.0,175.26,71.2152,50.0,56.0,41.0,49.0,53.0,56.0,51.0,35.0,48.0,55.0,68.0,60.0,54.0,33.0,69.0,60.0,41.0,51.0,69.0,55.0,28.0,22.0,45.0,49.0,51.0,48.0,29.0,29.0,25.0,8.0,7.0,11.0,9.0,12.0,1,0,0
17610,T. Nishiyama,18,35000,2.0,180.34,68.9472,40.0,20.0,60.0,34.0,22.0,26.0,26.0,26.0,40.0,33.0,63.0,58.0,48.0,50.0,58.0,48.0,66.0,53.0,60.0,32.0,65.0,47.0,25.0,25.0,31.0,48.0,45.0,58.0,50.0,10.0,12.0,5.0,11.0,9.0,1,0,1
17611,Felipe Ferreyra,20,35000,2.0,175.26,72.1224,25.0,57.0,42.0,40.0,38.0,62.0,37.0,26.0,31.0,52.0,73.0,78.0,60.0,53.0,80.0,48.0,62.0,55.0,43.0,49.0,30.0,11.0,42.0,43.0,64.0,47.0,33.0,15.0,16.0,13.0,6.0,5.0,5.0,6.0,1,0,0
17612,Y. Kaiser,20,70000,2.0,182.88,76.2048,27.0,25.0,46.0,29.0,24.0,26.0,29.0,28.0,29.0,32.0,64.0,55.0,41.0,45.0,62.0,34.0,82.0,61.0,58.0,25.0,43.0,47.0,27.0,35.0,39.0,46.0,59.0,57.0,59.0,12.0,7.0,9.0,14.0,15.0,1,0,1
17613,T. Hara,19,35000,2.0,187.96,76.2048,22.0,53.0,67.0,46.0,40.0,41.0,30.0,26.0,28.0,44.0,52.0,61.0,49.0,49.0,58.0,45.0,67.0,64.0,61.0,43.0,49.0,15.0,54.0,46.0,52.0,47.0,25.0,21.0,13.0,14.0,5.0,7.0,13.0,10.0,0,1,1
17614,A. Ocejo,20,70000,2.0,180.34,71.2152,55.0,54.0,43.0,53.0,49.0,60.0,51.0,45.0,49.0,62.0,41.0,39.0,62.0,42.0,63.0,62.0,49.0,43.0,56.0,40.0,32.0,26.0,47.0,52.0,49.0,51.0,43.0,35.0,31.0,5.0,7.0,10.0,10.0,13.0,1,0,0
17615,N. Ochojski,19,35000,2.0,182.88,72.1224,41.0,31.0,42.0,54.0,26.0,44.0,34.0,36.0,53.0,49.0,61.0,56.0,57.0,42.0,64.0,48.0,72.0,53.0,55.0,25.0,62.0,49.0,34.0,47.0,36.0,38.0,50.0,53.0,56.0,8.0,14.0,13.0,14.0,8.0,1,0,0
17616,K. Krygård,18,35000,2.0,175.26,74.844,34.0,52.0,62.0,42.0,48.0,50.0,58.0,38.0,30.0,52.0,60.0,53.0,69.0,55.0,65.0,51.0,69.0,52.0,53.0,46.0,44.0,19.0,48.0,42.0,54.0,52.0,16.0,19.0,13.0,8.0,10.0,6.0,8.0,11.0,1,0,0
17617,Cui Jingming,21,35000,2.0,182.88,73.0296,22.0,39.0,49.0,57.0,26.0,50.0,37.0,31.0,53.0,52.0,63.0,55.0,52.0,53.0,63.0,40.0,63.0,47.0,73.0,31.0,55.0,46.0,48.0,59.0,35.0,37.0,60.0,55.0,41.0,12.0,10.0,7.0,9.0,6.0,1,0,0
17618,B. Servania,19,35000,2.0,177.8,73.0296,46.0,39.0,44.0,59.0,42.0,51.0,51.0,48.0,54.0,55.0,66.0,55.0,62.0,48.0,69.0,41.0,49.0,40.0,55.0,33.0,51.0,21.0,39.0,59.0,45.0,58.0,17.0,39.0,42.0,6.0,15.0,9.0,8.0,13.0,1,0,0
17619,L. Langhans,19,35000,2.0,167.64000000000001,58.0608,50.0,51.0,26.0,45.0,43.0,59.0,39.0,38.0,38.0,56.0,75.0,65.0,79.0,39.0,92.0,54.0,83.0,39.0,30.0,40.0,31.0,23.0,44.0,45.0,51.0,42.0,30.0,24.0,26.0,9.0,7.0,12.0,7.0,13.0,1,0,0
17620,C. Farren,19,35000,2.0,182.88,74.844,22.0,51.0,51.0,44.0,44.0,43.0,40.0,20.0,22.0,50.0,60.0,66.0,51.0,52.0,54.0,50.0,67.0,58.0,58.0,45.0,53.0,22.0,54.0,53.0,52.0,50.0,24.0,15.0,17.0,6.0,8.0,9.0,13.0,10.0,1,0,0
17621,K. Yao,19,35000,2.0,185.42,78.0192,29.0,19.0,48.0,31.0,29.0,24.0,28.0,26.0,31.0,29.0,55.0,55.0,43.0,42.0,55.0,37.0,68.0,54.0,65.0,19.0,50.0,56.0,27.0,35.0,33.0,42.0,51.0,56.0,57.0,10.0,11.0,10.0,13.0,14.0,1,0,0
17622,D. Karimani,19,35000,2.0,175.26,69.8544,38.0,38.0,40.0,59.0,37.0,52.0,40.0,43.0,51.0,53.0,65.0,68.0,77.0,45.0,75.0,41.0,58.0,55.0,47.0,27.0,48.0,27.0,43.0,55.0,41.0,50.0,39.0,41.0,47.0,13.0,14.0,11.0,15.0,10.0,1,0,0
17623,T. Mannek,21,70000,2.0,190.5,84.8232,25.0,58.0,65.0,47.0,43.0,46.0,29.0,25.0,23.0,44.0,53.0,53.0,48.0,42.0,45.0,48.0,53.0,60.0,78.0,43.0,57.0,20.0,50.0,38.0,50.0,41.0,23.0,30.0,24.0,12.0,9.0,14.0,6.0,13.0,1,0,1
17624,M. Twarowski,17,35000,2.0,187.96,78.0192,29.0,61.0,59.0,38.0,40.0,45.0,38.0,27.0,33.0,49.0,52.0,55.0,50.0,48.0,52.0,53.0,61.0,57.0,60.0,51.0,27.0,17.0,48.0,42.0,60.0,43.0,13.0,13.0,16.0,9.0,12.0,13.0,14.0,10.0,1,0,0
17625,H. Fossdal,19,35000,1.0,182.88,73.9368,14.0,12.0,21.0,28.0,18.0,21.0,12.0,18.0,18.0,17.0,45.0,44.0,38.0,54.0,66.0,21.0,57.0,35.0,52.0,17.0,19.0,23.0,19.0,44.0,24.0,33.0,8.0,21.0,20.0,54.0,48.0,45.0,49.0,56.0,1,0,0
17626,M. Muheim,20,70000,2.0,182.88,77.112,52.0,56.0,41.0,48.0,47.0,53.0,45.0,51.0,41.0,55.0,59.0,67.0,67.0,45.0,71.0,61.0,40.0,48.0,61.0,60.0,47.0,39.0,57.0,43.0,57.0,46.0,48.0,39.0,33.0,11.0,14.0,10.0,8.0,7.0,1,1,0
17627,K. Al Mozaibri,21,35000,1.0,193.04,96.1632,11.0,16.0,11.0,27.0,18.0,10.0,12.0,14.0,23.0,11.0,18.0,33.0,23.0,41.0,43.0,21.0,64.0,22.0,42.0,15.0,28.0,21.0,15.0,37.0,16.0,44.0,11.0,12.0,13.0,61.0,50.0,56.0,49.0,53.0,1,0,0
17628,A. Papadopoulos,18,35000,2.0,185.42,78.0192,28.0,22.0,43.0,30.0,29.0,35.0,23.0,30.0,25.0,35.0,62.0,65.0,63.0,47.0,62.0,33.0,88.0,62.0,67.0,27.0,50.0,48.0,30.0,28.0,35.0,45.0,53.0,56.0,52.0,8.0,11.0,7.0,13.0,10.0,1,0,0
17629,P. Buch Christiansen,18,35000,2.0,175.26,73.0296,28.0,53.0,51.0,39.0,32.0,54.0,36.0,25.0,34.0,46.0,68.0,63.0,69.0,57.0,76.0,51.0,63.0,53.0,47.0,46.0,68.0,11.0,53.0,42.0,41.0,42.0,15.0,12.0,13.0,10.0,9.0,6.0,11.0,12.0,1,0,0
17630,Sun Kai,27,70000,2.0,180.34,77.112,46.0,18.0,41.0,45.0,29.0,23.0,42.0,29.0,43.0,33.0,57.0,59.0,40.0,44.0,66.0,39.0,71.0,70.0,57.0,20.0,52.0,50.0,22.0,34.0,35.0,42.0,53.0,59.0,58.0,7.0,13.0,9.0,9.0,14.0,1,1,0
17631,K. Shibato,22,35000,2.0,180.34,69.8544,39.0,30.0,45.0,65.0,31.0,45.0,31.0,38.0,63.0,47.0,54.0,60.0,52.0,45.0,55.0,43.0,55.0,46.0,62.0,34.0,52.0,40.0,25.0,58.0,35.0,38.0,47.0,56.0,47.0,11.0,9.0,5.0,14.0,7.0,1,0,0
17632,L. McCarron,17,35000,2.0,175.26,60.7824,58.0,58.0,47.0,50.0,50.0,50.0,41.0,40.0,51.0,51.0,67.0,63.0,61.0,35.0,64.0,56.0,43.0,51.0,35.0,54.0,27.0,20.0,55.0,45.0,54.0,39.0,17.0,43.0,30.0,11.0,14.0,14.0,12.0,7.0,0,1,1
17633,H. Hernández,17,35000,2.0,175.26,68.04,39.0,40.0,50.0,58.0,30.0,62.0,34.0,33.0,56.0,56.0,65.0,60.0,56.0,50.0,83.0,50.0,69.0,55.0,68.0,35.0,60.0,41.0,29.0,51.0,50.0,38.0,49.0,49.0,52.0,8.0,10.0,5.0,8.0,12.0,1,0,0
17634,L. Jacot,18,35000,1.0,190.5,84.8232,10.0,8.0,12.0,15.0,6.0,6.0,14.0,10.0,28.0,12.0,23.0,16.0,23.0,45.0,24.0,24.0,31.0,20.0,61.0,7.0,20.0,11.0,4.0,27.0,19.0,45.0,8.0,12.0,11.0,58.0,51.0,55.0,47.0,57.0,1,0,0
17635,M. Bildøy,18,35000,2.0,170.18,67.1328,46.0,52.0,32.0,52.0,46.0,55.0,48.0,40.0,49.0,52.0,66.0,70.0,75.0,37.0,54.0,55.0,76.0,50.0,39.0,45.0,49.0,30.0,47.0,47.0,55.0,42.0,25.0,37.0,38.0,9.0,14.0,8.0,10.0,11.0,1,0,0
17636,Wang Min,23,35000,1.0,193.04,84.8232,12.0,10.0,13.0,24.0,9.0,13.0,12.0,13.0,23.0,11.0,26.0,30.0,35.0,52.0,24.0,20.0,39.0,28.0,63.0,8.0,29.0,7.0,8.0,28.0,11.0,52.0,15.0,14.0,12.0,55.0,49.0,50.0,48.0,56.0,1,0,0
17637,Li Fang,25,35000,2.0,175.26,67.1328,45.0,28.0,42.0,30.0,26.0,54.0,33.0,27.0,25.0,32.0,70.0,57.0,84.0,50.0,77.0,27.0,72.0,58.0,49.0,29.0,50.0,52.0,47.0,31.0,37.0,36.0,64.0,61.0,55.0,14.0,6.0,11.0,6.0,5.0,1,0,0
